,Text
563580,"I received a free sample of these cookies in my Mom Voxbox thanks to Influenster and Quaker and was very impressed! The cookie is very soft, chewy and tastes great! Microwaving the cookie for a few seconds makes it even better."
563581,"I dont usually eat oatmeal cookies but these were very soft and delicious,my kids even liked them and they are very picky"
563582,"I received a sample of this cookie from Influenster as part of their Mom Voxbox and man, was it good!  I was expecting a mediocre cookie and was pleasantly surprised.  It was melt-in-your mouth soft and so, so tasty!  I will definitely be picking up a box of these at the store."
563583,thanks to influenster i was able to try this product through the mom voxbox. i was pleasantly surprised at the taste but being a baker i prefer my homemade cookies to store bought ones.
563584,"These cookies are delicious.  As a busy mom I don't have time to make home made cookies very often, but these are delicious.  They taste home made.  They aren't too sweet which is perfect for an oatmeal raisin cookie and they are perfectly soft.  These are perfect for a lunch box treat or for a road trip.  I will definitely purchase these again and try the other flavors."
563585,My Kids Loved these cookies and they are perfect for on the go. I will be buying again. Great product.
563586,We were able to try the raisin cookie and it was yummy! Both my kids love rasins and they really enjoyed this cookie. So much healthier then chocolate! Will be buying lots more.
563587,I love these Quaker Soft Baked Cookies!  They taste like homemade!  So soft and yummy!  Gotta run out to get some more!
563588,"I loved these cookies! They are chewy and moist, and the raisins are not hard or gummy they are very fresh and plump! They bring back memories of grandmas kitchen..."
563589,These new Quaker Soft Baked cookies are amazing! They are so soft and taste like they are fresh out of the oven! My free sample was so good it was gone before I could even share! I'm picking these cookies up at the store today so I can share them with the whole family! I also love the individual packaging so you can send them with the kids or whoever is on the go! Yummy!!
563590,Not a fan of Oatmeal but this cookie was so yummy........ very tasty and fresh like if I baked it myself fresh out the oven.
563591,These bars are so yummy! I was looking for a night snack and grabbed this out of my mom box from influenster and this hit the spot!
563592,I was able to try these cookies from @influenster and @Quaker oats.  This is a great soft chewy cookie.  I loved this so much that I went and bought another box of the chocolate almond flavor.  I will definitely buy more!!
563593,"I am not crazy about cookies to begin with. I do however prefer Oatmeal Raisin than any other kind. I like my cookies well done and toasty, whereas these are super soft. They do taste great but just not my preference. My son loved it :D"
563594,"these are the BEST single serve cookies i have EVER had !! i have had other brands that were just had a wierd after taste i think because of the packeging, but these did not have that taste, all you taste is the amazing cookie"
563595,I absolutely love this cookie. A great nutritous treat for the palate!!! Perfect for a quick on the go snack.
563596,I loved this cookie becuase it was soft and chewy. It is great for when your on the road and need a quick snack between work and a kid's game. Also makes a great treat for kids
563597,I received a sample of this cookie and loved it.  It was a great snack and will now be part of my grocery list.
563598,"These cookies are absolutely delicious, I received one for review purposes from Influenster.com. I took a bite and gave the rest to my son, which was gone before I even had a chance to change my mind. LOL One of the moistest, most delicious cookies I have ever had, hands down. The only drawback that I found was that my cookies was broken into about 5 pieces, not sure what happened, but that doesn't effect the flavor!"
563599,These cookies are so good. They taste homemade! Very tasty and healthy! Usually I only think oatmeal when I think of Quaker...I was wrong!I got a free sample from Influenster! :)  I will be buying for sure!
563600,"When I tried the cookie I noticed that it was very soft, moist, and chewy. I usually do not like raisins, but they were very good in this. They actually tasted like homemade to me. And I grew up with a grandmother who always had fresh baked cookies in the kitchen. Having three kids of my own, of course I had to share with them. My son's comment on the cookie was, ""That's really yummy, Mommy!"" I am pretty sure we will be purchasing these in the future because my two boys keep asking if there is another cookie in my VoxBox.<br />I received a sample of the Quaker Soft Baked Oatmeal Cookie with Raisins in my MomVoxBox from Influenster for review purposes only. All opinions are my own."
